cidade;estado;populacao;pib per capita;idh
florinia;sao paulo;2856;34147.23828125;0.713
fonte boa;amazonas;18803;6161.60009766;0.530
fontoura xavier;rio grande do sul;11335;9149.41015625;0.661
formiga;minas gerais;67178;10409.20019531;0.755
formigueiro;rio grande do sul;7214;13185.87988281;0.682
formosa;goias;96284;7751.62011719;0.744
formosa da serra negra;maranhao;17792;3643.86010742;0.556
formosa do oeste;parana;7453;13244.80957031;0.723
formosa do rio preto;bahia;22171;24070.3203125;0.618
formosa do sul;santa catarina;2683;12450.62011719;0.715
formoso;minas gerais;6857;16556.1796875;0.640
formoso;goias;5327;5815.02001953;0.715
formoso do araguaia;tocantins;18719;13459.3203125;0.670
forquetinha;rio grande do sul;2614;10315.65039062;0.683
forquilha;ceara;21599;3970.47998047;0.644
forquilhinha;santa catarina;21928;23919.44921875;0.753
fortaleza;ceara;2505552;12687.5;0.754
fortaleza de minas;minas gerais;3986;33538.6015625;0.670
fortaleza do tabocao;tocantins;2149;31597.58007812;0.659
fortaleza dos nogueiras;maranhao;11972;6703.37011719;0.616
fortaleza dos valos;rio grande do sul;4635;26541.640625;0.756
fortim;ceara;15095;4273.60986328;0.624
fortuna;maranhao;14922;3649.14990234;0.580
fortuna de minas;minas gerais;2541;9143.25;0.696
foz do iguacu;parana;325137;20613.4609375;0.751
foz do jordao;parana;5881;7828.87011719;0.645
fraiburgo;santa catarina;36469;13864.00976562;0.731
franca;sao paulo;330938;12752.58007812;0.780
francinopolis;piaui;5458;3159.68994141;0.564
francisco alves;parana;6389;8905.33007812;0.669
francisco ayres;piaui;5147;3443.22998047;0.577
francisco badaro;minas gerais;10604;3419.16992188;0.622
francisco beltrao;parana;76311;15417.96972656;0.774
francisco dantas;rio grande do norte;3008;4760.41992188;0.606
francisco dumont;minas gerais;4987;5790.27978516;0.625
francisco macedo;piaui;2315;3973.92993164;0.553
francisco morato;sao paulo;157294;5492.60009766;0.703
francisco sa;minas gerais;25994;6127.31982422;0.654
francisco santos;piaui;8315;4068.19995117;0.608
franciscopolis;minas gerais;5662;5204.29003906;0.603
franco da rocha;sao paulo;131366;11909.71972656;0.731
frecheirinha;ceara;13537;3829.51000977;0.604
frederico westphalen;rio grande do sul;28428;17263.59960938;0.760
frei gaspar;minas gerais;6649;5273.56982422;0.590
frei inocencio;minas gerais;9347;5837.18994141;0.648
frei lagonegro;minas gerais;3493;4582.33007812;0.543
frei martinho;paraiba;3025;4105.12011719;0.641
frei miguelinho;pernambuco;14855;3533.32006836;0.576
frei paulo;sergipe;13060;13730.5;0.589
frei rogerio;santa catarina;2673;17874.88085938;0.682
fronteira;minas gerais;15706;44973.078125;0.684
fronteira dos vales;minas gerais;4980;4255.52001953;0.592
fronteiras;piaui;11502;14319.49023438;0.619
fruta de leite;minas gerais;6426;4357.33007812;0.544
frutal;minas gerais;54819;14347.19042969;0.730
frutuoso gomes;rio grande do norte;4468;4529.24023438;0.597
fundao;espirito santo;16431;11883.65039062;0.718
funilandia;minas gerais;3852;7011.85009766;0.655
gabriel monteiro;sao paulo;2698;25608.5;0.763
gado bravo;paraiba;8461;3881.80004883;0.513
galia;sao paulo;6635;10109.12011719;0.709
galileia;minas gerais;7563;5867.12011719;0.654
galinhos;rio grande do norte;2264;18379.30078125;0.564
galvao;santa catarina;3444;15202.98046875;0.708
gameleira;pernambuco;27823;3691.14990234;0.602
gameleira de goias;goias;3582;21572.51953125;0.659
gameleiras;minas gerais;5392;6290.58007812;0.650
gandu;bahia;31819;5466.83984375;0.632
garanhuns;pernambuco;131313;7229.58984375;0.664
gararu;sergipe;11999;5256.29980469;0.564
garca;sao paulo;43380;14135.70996094;0.769
garibaldi;rio grande do sul;30518;29480.24023438;0.786
garopaba;santa catarina;16710;11820.08984375;0.753
garrafao do norte;para;25538;2936.48999023;0.526
garruchos;rio grande do sul;3509;62192.69140625;0.671
garuva;santa catarina;14281;19341.33007812;0.725
gaspar;santa catarina;55489;21254.609375;0.765
gastao vidigal;sao paulo;4118;9052.62011719;0.723
gaucha do norte;mato grosso;6195;21327.30078125;0.615
gaurama;rio grande do sul;6232;15293;0.738
gaviao;bahia;4507;3469.67993164;0.599
gaviao peixoto;sao paulo;4244;38913.30859375;0.719
geminiano;piaui;5465;4127.77001953;0.561
general camara;rio grande do sul;9101;11761.96972656;0.686
general carneiro;mato grosso;5028;19630.08007812;0.652
general carneiro;parana;15275;9885.66015625;0.670
general maynard;sergipe;2907;4758.95996094;0.645
general salgado;sao paulo;10934;13951.23046875;0.747
general sampaio;ceara;6654;3778.5;0.568
gentil;rio grande do sul;1574;27369.7109375;0.733
gentio do ouro;bahia;11988;2841.64990234;0.559
getulina;sao paulo;10960;8703.21972656;0.717
getulio vargas;rio grande do sul;16345;14112.37011719;0.746
gilbues;piaui;10681;6470.25;0.548
girau do ponciano;alagoas;36904;3024.36010742;0.536
girua;rio grande do sul;17139;20222.640625;0.721
glaucilandia;minas gerais;3072;5682.10986328;0.679
glicerio;sao paulo;4547;11137.0703125;0.735
gloria;bahia;14176;3437.31005859;0.593
gloria d'oeste;mato grosso;3185;11120.84960938;0.710
gloria de dourados;mato grosso do sul;9894;9456.58007812;0.721
gloria do goita;pernambuco;28289;3540.70996094;0.604
glorinha;rio grande do sul;7531;25053.08007812;0.714
godofredo viana;maranhao;11207;2846.91992188;0.604
godoy moreira;parana;3616;6411.95019531;0.675
goiabeira;minas gerais;3239;5745.83984375;0.647
goiana;pernambuco;74424;8521.44042969;0.651
goiana;minas gerais;3846;6543.25;0.716
goianapolis;goias;11663;5145.62011719;0.703
goiandira;goias;5081;9407.51953125;0.760
goianesia;goias;56839;9554.8203125;0.727
goianesia do para;para;29164;4376.08984375;0.560
goiania;goias;1281975;16682.49023438;0.799
goianinha;rio grande do norte;21321;6447.31005859;0.638
goianira;goias;26336;7188.72998047;0.694
goianorte;tocantins;5426;7504.62011719;0.621
goias;goias;24605;8445.95019531;0.709
goiatins;tocantins;12068;6885.52978516;0.576
goiatuba;goias;32304;21932.66015625;0.725
goioere;parana;29704;10803.58007812;0.731
goioxim;parana;8240;9092;0.641
goncalves;minas gerais;4450;5414.68994141;0.683
goncalves dias;maranhao;16911;2968.55004883;0.568
gongogi;bahia;6170;4274.74023438;0.576
gonzaga;minas gerais;5786;3949.18994141;0.606
gouveia;minas gerais;11927;6491.91992188;0.681
gouvelandia;goias;4790;25237.890625;0.674
governador archer;maranhao;10330;3395.81005859;0.565
governador celso ramos;santa catarina;12704;9227.74023438;0.747
governador dix-sept rosado;rio grande do norte;12835;7750.14990234;0.592
governador edison lobao;maranhao;14921;4013.13989258;0.629
governador eugenio barros;maranhao;16503;3116.06005859;0.572
governador jorge teixeira;rondonia;11593;10658.44042969;0.596
governador lindenberg;espirito santo;10420;9090.28027344;0.694
governador luiz rocha;maranhao;7144;3282.62011719;0.544
governador mangabeira;bahia;20668;4495.06005859;0.643
governador newton bello;maranhao;11642;4477.16992188;0.521
governador nunes freire;maranhao;24520;3378.37988281;0.569
governador valadares;minas gerais;263274;10809.3203125;0.727
graca;ceara;15949;3044.72998047;0.570
graca aranha;maranhao;6470;3617.62011719;0.570
gracho cardoso;sergipe;5732;5510.06005859;0.577
grajau;maranhao;56633;4892.50976562;0.609
gramado;rio grande do sul;33706;15527.19042969;0.764
gramado dos loureiros;rio grande do sul;2399;9154.79980469;0.685
gramado xavier;rio grande do sul;4124;10412.63964844;0.634
grandes rios;parana;7839;6829.5;0.658
granito;pernambuco;6955;4492.06982422;0.595
granja;ceara;53952;3041.17993164;0.559
granjeiro;ceara;4999;3982.59008789;0.585
grao mogol;minas gerais;15177;13528.62988281;0.604
grao para;santa catarina;6278;18259.13085938;0.736
gravata;pernambuco;75229;5079.52001953;0.634
gravatai;rio grande do sul;269446;20890.06054688;0.736
gravatal;santa catarina;10793;11270.1796875;0.757
groairas;ceara;9971;3328.7199707;0.633
grossos;rio grande do norte;9886;9308.91015625;0.664
grupiara;minas gerais;1468;11318.15039062;0.731
guabiju;rio grande do sul;1702;22370.47070312;0.758
guabiruba;santa catarina;17316;20844.7890625;0.754
guacui;espirito santo;26743;8827.20019531;0.703
guadalupe;piaui;9809;10014.40039062;0.650
guaiba;rio grande do sul;96603;20135.5;0.730
guaicara;sao paulo;11206;11686.15039062;0.739
guaimbe;sao paulo;4740;8847.50976562;0.728
guaira;parana;29664;11047.37988281;0.753
guaira;sao paulo;38676;21981.5703125;0.724
guairaca;parana;5867;13186.74023438;0.693
guaiuba;ceara;23853;3439.0300293;0.617
guajara;amazonas;15031;4242.31982422;0.532
guajara-mirim;rondonia;40762;12018.51953125;0.657
guajeru;bahia;9330;3189.37011719;0.569
guamare;rio grande do norte;12558;90233.453125;0.626
guamiranga;parana;7918;6524.08007812;0.669
guanambi;bahia;79886;6151.79003906;0.673
guanhaes;minas gerais;30638;8424.16015625;0.686
guape;minas gerais;13475;8201.45996094;0.679
guapiacu;sao paulo;17938;21734.47070312;0.725
guapiara;sao paulo;20927;8396.90039062;0.675
guapimirim;rio de janeiro;49748;8257.26953125;0.698
guapirama;parana;3645;11515;0.702
guapo;goias;13973;6343.95019531;0.697
guapore;rio grande do sul;22589;14820.83007812;0.765
guaporema;parana;2250;12495.75976562;0.719
guara;sao paulo;19168;13072.90039062;0.718
guarabira;paraiba;56136;6838.77001953;0.673
guaracai;sao paulo;8657;11152.58007812;0.719
guaraci;parana;5183;7382.06982422;0.737
guaraci;sao paulo;9459;11102.28027344;0.698
guaraciaba;santa catarina;10857;12797.74023438;0.623
guaraciaba;minas gerais;10820;4095.83007812;0.751
guaraciaba do norte;ceara;38406;4628.99023438;0.609
guaraciama;minas gerais;4728;5070.29003906;0.677
guarai;tocantins;22530;12711.78027344;0.741
guaraita;goias;2370;7037.79980469;0.687
guaramiranga;ceara;4070;6345.39990234;0.637
guaramirim;santa catarina;31910;41575.109375;0.751
guaranesia;minas gerais;18635;11833.5;0.701
guarani;minas gerais;10049;7852.74023438;0.677
guarani d'oeste;sao paulo;2017;9577.36035156;0.732
guarani das missġes;rio grande do sul;8414;21476.83984375;0.737
guarani de goias;goias;4093;7101.39990234;0.637
guaraniacu;parana;16161;10234.91992188;0.677
guaranta;sao paulo;6680;18959.76953125;0.713
guaranta do norte;mato grosso;32142;8102.43994141;0.703
guarapari;espirito santo;104534;8842.41992188;0.731
guarapuava;parana;172728;14039.23046875;0.731
guaraquecaba;parana;7843;6732.41992188;0.587
guarara;minas gerais;4114;6319.74023438;0.652
guararapes;sao paulo;29639;17949.97070312;0.763
guararema;sao paulo;26974;15919.36035156;0.731
guaratinga;bahia;22960;4475.49023438;0.558
guaratingueta;sao paulo;113357;20615.0703125;0.798
guaratuba;parana;32806;9182.65039062;0.717
guarda-mor;minas gerais;6778;31687.51953125;0.690
guarei;sao paulo;14918;8851.53027344;0.687
guariba;sao paulo;34508;14572.54003906;0.719
guaribas;piaui;4491;2958.51000977;0.508
guarinos;goias;2379;6027.52001953;0.652
guaruja;sao paulo;308058;11131.33984375;0.751
guaruja do sul;santa catarina;4870;20097.05078125;0.730
guarulhos;sao paulo;1299283;24993.65039062;0.763
guatambu;santa catarina;4610;24999.05078125;0.717
guatapara;sao paulo;6382;14460.46972656;0.743
guaxupe;minas gerais;49719;20862.73046875;0.751
guia lopes da laguna;mato grosso do sul;10407;9993.05957031;0.675
guidoval;minas gerais;7523;6784.52001953;0.683
guimaraes;maranhao;12740;3139.68994141;0.625
guimarania;minas gerais;7322;10582.87011719;0.693
guiratinga;mato grosso;14523;13630.33007812;0.705
guiricema;minas gerais;9116;6217.81005859;0.674
gurinhata;minas gerais;6228;14134.0703125;0.680
gurinhem;paraiba;13998;3861.10009766;0.556
gurjao;paraiba;3093;5040.91992188;0.625
gurupa;para;25511;3108.42993164;0.509
gurupi;tocantins;74357;12568.87011719;0.759
guzolandia;sao paulo;4917;9352.5703125;0.697
harmonia;rio grande do sul;3785;19405.359375;0.749
heitorai;goias;3706;9315.20019531;0.694
heliodora;minas gerais;6295;8989.41992188;0.657
heliopolis;bahia;14713;3176.85009766;0.563
herculandia;sao paulo;9125;12454.50976562;0.727
herval;rio grande do sul;7120;9770.95019531;0.687
herval d'oeste;santa catarina;19323;16921.40039062;0.758
herveiras;rio grande do sul;2882;11285.16015625;0.616
hidrolandia;goias;14718;17510.69921875;0.597
hidrolandia;ceara;19252;3953.48999023;0.706
hidrolina;goias;4195;8331.23046875;0.677
holambra;sao paulo;10224;49322.890625;0.793
honorio serpa;parana;6180;15641.25976562;0.683
horizonte;ceara;54362;19642.75;0.658
horizontina;rio grande do sul;19131;27797.08007812;0.783
hortolandia;sao paulo;205856;23588.02929688;0.756
hugo napoleao;piaui;3784;3973.7800293;0.599
hulha negra;rio grande do sul;6448;14313.00976562;0.643
humaita;rio grande do sul;4999;14267.33984375;0.605
humaita;amazonas;40735;5539.14990234;0.738
humberto de campos;maranhao;25403;3001.87011719;0.535
iacanga;sao paulo;9732;35529.53125;0.745
iaciara;goias;12855;6412.97998047;0.644
iacri;sao paulo;6879;10126.41015625;0.733
iacu;bahia;28602;3838.88989258;0.574
iapu;minas gerais;11501;4622.95019531;0.654
iaras;sao paulo;5658;9140.0703125;0.674
iati;pernambuco;18350;3859.04003906;0.528
ibaiti;parana;29441;8668.53027344;0.710
ibarama;rio grande do sul;4443;12108.76953125;0.652
ibaretama;ceara;13206;3181.14990234;0.577
ibate;sao paulo;29714;11749.58984375;0.703
ibateguara;alagoas;15863;3568.01000977;0.518
ibatiba;espirito santo;20471;8324.33007812;0.647
ibema;parana;6144;9685.84960938;0.685
ibertioga;minas gerais;5206;6992.14013672;0.657
ibia;minas gerais;23069;24450.140625;0.718
ibiaca;rio grande do sul;4796;18041.30078125;0.739
ibiai;minas gerais;7907;4738.89013672;0.614
ibiam;santa catarina;2060;11935.70019531;0.725
ibiapina;ceara;24125;5386.68017578;0.608
ibiara;paraiba;6304;3731.27001953;0.586
ibiassuce;bahia;9008;4764.60986328;0.611
ibicarai;bahia;24569;4099.04003906;0.625
ibicare;santa catarina;3458;13515.11035156;0.708
ibicoara;bahia;16940;13399.61035156;0.591
ibicui;bahia;16464;4219.81982422;0.584
ibicuitinga;ceara;11800;3413.27001953;0.606
ibimirim;pernambuco;29018;4228.83984375;0.552
ibipeba;bahia;17666;3307.91992188;0.616
ibipitanga;bahia;14408;3046.23999023;0.584
ibipora;parana;47514;22751.69921875;0.726
ibiquera;bahia;5300;3359.31005859;0.511
ibira;sao paulo;11141;9932.25976562;0.740
ibiracatu;minas gerais;5936;4272.93994141;0.591
ibiraci;minas gerais;11593;31302.86914062;0.706
ibiracu;espirito santo;10724;16520.16015625;0.726
ibiraiaras;rio grande do sul;7319;18657.75;0.724
ibirajuba;pernambuco;7833;4907.04980469;0.580
ibirama;santa catarina;17469;12061.53027344;0.737
ibirapitanga;bahia;24223;3911.14990234;0.558
ibirapua;bahia;7893;9501.75976562;0.614
ibirapuita;rio grande do sul;4315;12769.00976562;0.638
ibirarema;sao paulo;7235;13455.75;0.708
ibirataia;bahia;24544;4263.25976562;0.576
ibirite;minas gerais;157438;6800.97998047;0.704
ibiruba;rio grande do sul;19358;28322.34960938;0.765
ibitiara;bahia;16665;2938.36010742;0.585
ibitinga;sao paulo;53148;13389.40039062;0.747
ibitirama;espirito santo;9238;6802.81005859;0.622
ibitita;bahia;19410;3213.12988281;0.602
ibitiura de minas;minas gerais;3516;6545.33007812;0.674
ibituruna;minas gerais;2938;9548.84960938;0.675
ibiuna;sao paulo;67392;10434.29980469;0.710
ibotirama;bahia;26419;4885.47021484;0.636
icapui;ceara;19385;8100.62988281;0.616
icara;santa catarina;57103;16629.90039062;0.741
icarai de minas;minas gerais;10934;4070.57006836;0.624
icaraima;parana;9296;10001.05957031;0.666
icatu;maranhao;25557;2866.43994141;0.546
icem;sao paulo;6524;13834.83007812;0.720
ichu;bahia;6148;3174.14990234;0.631
ico;ceara;65612;3636.58007812;0.606
iconha;espirito santo;11901;12735.03027344;0.729
ielmo marinho;rio grande do norte;12189;5373.77001953;0.550
iepe;sao paulo;7856;15813.30957031;0.736
igaci;alagoas;25865;3146.39990234;0.564
igapora;bahia;14970;3264.39990234;0.614
igaracu do tiete;sao paulo;24124;6557.74023438;0.727
igaracy;paraiba;6529;3793.40991211;0.610
igarapava;sao paulo;28230;19272.33984375;0.768
igarape;minas gerais;33773;8216.5;0.698
igarape do meio;maranhao;12291;6112.10009766;0.569
igarape grande;maranhao;11121;4015.86010742;0.614
igarape-acu;para;35241;3035.68994141;0.595
igarape-miri;para;57003;2738.33007812;0.547
igarassu;pernambuco;100191;10557.33984375;0.665
igarata;sao paulo;8950;9412.63964844;0.711
igaratinga;minas gerais;9045;7290.62988281;0.651
igrapiuna;bahia;13268;10397.48046875;0.574
igreja nova;alagoas;23807;5447.87988281;0.568
igrejinha;rio grande do sul;33551;20586.91015625;0.721
iguaba grande;rio de janeiro;22947;9177.54980469;0.761
iguai;bahia;29449;2949.47998047;0.552
iguape;sao paulo;30675;8231.96972656;0.726
iguaraci;pernambuco;12397;3668.5300293;0.598
iguaracu;parana;3907;10544.63964844;0.758
iguatama;minas gerais;7727;28889.66992188;0.707
iguatemi;mato grosso do sul;15222;14163.74023438;0.662
iguatu;ceara;97203;6196.33007812;0.677
iguatu;parana;2372;11227.63964844;0.703
ijaci;minas gerais;6036;38344.44921875;0.714
ijui;rio grande do sul;79719;18703.23046875;0.781
ilha comprida;sao paulo;10090;9631.25;0.725
ilha das flores;sergipe;8906;4278.64990234;0.562
ilha de itamaraca;pernambuco;18658;5045.41015625;0.653
ilha grande;piaui;8734;3926.31005859;0.563
ilha solteira;sao paulo;25144;44505.03125;0.812
ilhabela;sao paulo;26011;11675.61035156;0.756
ilheus;bahia;219266;8782.20996094;0.690
ilhota;santa catarina;12149;9826.55957031;0.738
ilicinea;minas gerais;11828;7651.33984375;0.680
ilopolis;rio grande do sul;4331;12651.61035156;0.730
imaculada;paraiba;11851;3317.48999023;0.557
imarui;santa catarina;11677;10998.49023438;0.667
